       x;        y;       s;         m
 636.500;    960.0;     2.0;   5.026
 923.500;    960.0;     2.0;   5.376
 572.000;    961.0;     2.0;   5.585
 682.500;    962.0;     2.0;   5.482
 438.000;    962.5;     2.0;   5.028
 483.000;    962.5;     2.0;   5.033
 539.000;    962.5;     2.0;   5.374
 939.500;    962.5;     2.0;   5.011
 655.500;    963.5;     2.0;   5.412
 844.500;    963.5;     2.0;   5.419
 942.500;    963.5;     2.0;   5.075
 968.500;    964.5;     2.0;   5.365
 665.000;    966.5;     2.0;   6.641
 521.500;    967.0;     2.0;   6.200
 682.000;    967.0;     2.0;   5.307
 210.000;    967.5;     2.0;   9.405
 844.500;    968.5;     2.0;   5.112
 378.500;    970.0;     2.0;   5.549
 681.500;    970.5;     2.0;   5.580
 438.000;    971.0;     2.0;   5.133
 557.500;    971.0;     2.0;   5.098
 985.500;    971.0;     2.0;   6.985
 210.000;    971.5;     2.0;   9.015
 983.000;    972.5;     2.0;   8.684
 922.500;    973.0;     2.0;   5.928
 665.000;    973.5;     2.0;   6.038
 207.500;    975.0;     2.0;   7.944
 492.500;    975.0;     2.0;   5.627
 985.500;    975.0;     2.0;   7.800
 937.000;    975.5;     2.0;   5.650
 210.000;    976.5;     2.0;   9.045
 650.000;    976.5;     2.0;   5.131
 700.500;    978.5;     2.0;   5.104
 691.500;    979.0;     2.0;   5.451
 532.000;    980.0;     2.0;   5.011
 604.000;    980.5;     2.0;   5.123
 691.000;    980.5;     2.0;   5.412
 779.500;    980.5;     2.0;   5.158
 547.500;    982.0;     2.0;   5.337
 681.500;    982.5;     2.0;   5.124
 926.000;    982.5;     2.0;   5.270
 493.000;    983.0;     2.0;   5.132
 929.000;    983.0;     2.0;   5.399
 209.500;    984.5;     2.0;   8.329
 785.500;    984.5;     2.0;   5.007
 942.500;    984.5;     2.0;   5.090
 207.000;    985.0;     2.0;   7.851
 639.000;    985.5;     2.0;   5.309
 595.000;    986.0;     2.0;   5.042
 703.500;    986.0;     2.0;   5.028
 499.000;    986.5;     2.0;   5.762
 665.000;    986.5;     2.0;   6.383
 896.500;    986.5;     2.0;   5.348
 929.500;    986.5;     2.0;   6.082
 209.500;    987.5;     2.0;   9.262
 570.500;    987.5;     2.0;   5.670
 671.500;    987.5;     2.0;   5.013
 580.500;    988.0;     2.0;   5.361
 642.000;    988.0;     2.0;   5.998
 713.500;    988.0;     2.0;   5.555
 592.000;    988.5;     2.0;   5.085
 356.000;    989.0;     2.0;   5.468
 982.500;    989.0;     2.0;   8.250
 209.500;    990.5;     2.0;   8.298
 563.000;    990.5;     2.0;   5.029
 207.000;    991.0;     2.0;   8.123
 922.500;    992.0;     2.0;   5.417
 617.000;    993.0;     2.0;   5.303
 664.500;    993.5;     2.0;   5.835
 873.500;    993.5;     2.0;   5.017
 885.000;    993.5;     2.0;   5.983
 926.000;    993.5;     2.0;   5.440
 652.500;    995.0;     2.0;   5.033
 741.000;    995.0;     2.0;   5.068
 929.000;    995.5;     2.0;   6.549
 940.000;    996.0;     2.0;   5.666
 592.000;    996.5;     2.0;   5.122
 597.500;    996.5;     2.0;   5.214
 667.500;    996.5;     2.0;   5.018
 897.500;    996.5;     2.0;   5.121
 681.000;    997.0;     2.0;   6.589
 209.500;    997.5;     2.0;   8.160
 638.500;    997.5;     2.0;   5.136
 897.000;    997.5;     2.0;   5.177
 985.000;    997.5;     2.0;   7.565
 627.500;    998.0;     2.0;   6.028
 538.000;    998.5;     2.0;   5.479
 610.000;    999.0;     2.0;   5.172
 641.500;    999.0;     2.0;   6.238
 891.000;    999.0;     2.0;   5.659
 207.000;    999.5;     2.0;   8.179
 526.500;    999.5;     2.0;   5.153
 710.500;    999.5;     2.0;   5.220
 929.000;    999.5;     2.0;   5.243
 932.000;   1000.0;     2.0;   5.003
 940.000;   1000.0;     2.0;   6.419
 209.500;   1000.5;     2.0;   8.479
 644.500;   1000.5;     2.0;   5.111
 893.500;   1000.5;     2.0;   5.460
 934.500;   1000.5;     2.0;   6.240
 652.500;   1001.0;     2.0;   6.273
 644.000;   1001.5;     2.0;   5.151
 647.000;   1001.5;     2.0;   5.603
 603.500;   1002.0;     2.0;   5.265
 655.500;   1002.5;     2.0;   5.177
 937.000;   1002.5;     2.0;   5.273
 610.000;   1003.0;     2.0;   5.471
 896.500;   1003.0;     2.0;   5.409
 923.000;   1003.0;     2.0;   5.864
 676.500;   1003.5;     2.0;   5.448
 796.500;   1004.0;     2.0;   5.258
 635.500;   1004.5;     2.0;   5.018
 209.500;   1005.0;     2.0;   7.828
 724.500;   1005.0;     2.0;   6.214
 207.000;   1006.0;     2.0;   7.010
 857.000;   1006.0;     2.0;   5.027
 919.500;   1006.5;     2.0;   5.953
 925.500;   1006.5;     2.0;   5.475
 653.000;   1007.0;     2.0;   5.785
 727.000;   1007.0;     2.0;   5.232
 862.000;   1007.0;     2.0;   5.056
 713.000;   1007.5;     2.0;   5.105
 779.000;   1007.5;     2.0;   5.064
 922.500;   1008.0;     2.0;   6.385
 209.500;   1008.5;     2.0;   8.197
 492.000;   1008.5;     2.0;   5.119
 569.500;   1008.5;     2.0;   5.634
 635.500;   1008.5;     2.0;   6.051
 940.500;   1008.5;     2.0;   5.393
 982.500;   1008.5;     2.0;   8.584
 929.000;   1009.0;     2.0;   5.851
 641.500;   1009.5;     2.0;   5.229
 896.500;   1009.5;     2.0;   5.717
 581.000;   1010.0;     2.0;   5.579
 752.500;   1010.0;     2.0;   5.066
 857.000;   1010.5;     2.0;   5.958
 713.000;   1011.0;     2.0;   5.497
 916.500;   1011.0;     2.0;   5.681
 715.500;   1011.5;     2.0;   5.232
 209.500;   1012.5;     2.0;   8.401
 476.500;   1012.5;     2.0;   5.097
 919.500;   1012.5;     2.0;   5.795
 721.500;   1013.0;     2.0;   5.243
 775.500;   1013.5;     2.0;   5.004
 907.000;   1013.5;     2.0;   5.356
 932.000;   1013.5;     2.0;   5.055
 718.000;   1014.0;     2.0;   5.618
 724.500;   1014.0;     2.0;   6.203
 896.500;   1014.0;     2.0;   5.055
 935.000;   1014.0;     2.0;   5.224
 631.500;   1014.5;     2.0;   5.080
 647.500;   1014.5;     2.0;   5.055
 919.000;   1015.5;     2.0;   5.862
 940.500;   1015.5;     2.0;   5.847
 703.000;   1016.0;     2.0;   5.334
 929.500;   1016.0;     2.0;   6.885
 499.000;   1016.5;     2.0;   5.837
 642.000;   1016.5;     2.0;   5.066
 785.500;   1016.5;     2.0;   5.324
 581.000;   1017.0;     2.0;   5.317
 700.000;   1017.0;     2.0;   6.423
 916.000;   1017.0;     2.0;   6.214
 982.500;   1017.0;     2.0;   8.141
 652.500;   1017.5;     2.0;   5.671
 820.000;   1017.5;     2.0;   5.043
 557.000;   1018.0;     2.0;   6.004
 209.500;   1018.5;     2.0;   9.013
 556.500;   1019.0;     2.0;   5.944
 675.500;   1019.0;     2.0;   5.234
 206.500;   1019.5;     2.0;   8.451
 863.000;   1019.5;     2.0;   5.014
 727.500;   1020.0;     2.0;   5.290
 844.000;   1020.0;     2.0;   5.355
 918.500;   1020.0;     2.0;   5.076
 700.000;   1020.5;     2.0;   6.258
 719.000;   1020.5;     2.0;   5.842
 725.000;   1020.5;     2.0;   6.077
 933.000;   1021.0;     2.0;   5.011
 886.000;   1021.5;     2.0;   5.926
 209.000;   1022.0;     2.0;   9.502
 556.500;   1022.0;     2.0;   5.320
 694.000;   1022.0;     2.0;   5.751
 722.000;   1022.0;     2.0;   5.314
 869.000;   1022.0;     2.0;   6.276
 643.000;   1022.5;     2.0;   5.296
 696.500;   1022.5;     2.0;   5.036
 908.000;   1022.5;     2.0;   5.575
 935.500;   1022.5;     2.0;   6.066
 645.500;   1023.5;     2.0;   5.272
 703.000;   1023.5;     2.0;   5.253
 930.500;   1023.5;     2.0;   6.360
 725.000;   1024.0;     2.0;   5.913
 982.500;   1024.0;     2.0;   6.823
 620.000;   1024.5;     2.0;   5.002
 642.500;   1025.0;     2.0;   5.337
 648.000;   1025.0;     2.0;   5.871
 933.000;   1025.0;     2.0;   5.741
 538.500;   1025.5;     2.0;   5.101
 882.500;   1025.5;     2.0;   5.328
 657.500;   1026.5;     2.0;   6.154
 700.500;   1026.5;     2.0;   6.459
 866.500;   1026.5;     2.0;   5.542
 945.500;   1026.5;     2.0;   5.852
 953.000;   1026.5;     2.0;   5.548
 581.500;   1027.0;     2.0;   5.087
 844.500;   1027.0;     2.0;   5.333
 869.500;   1028.0;     2.0;   6.272
 725.500;   1028.5;     2.0;   6.349
 864.500;   1028.5;     2.0;   5.049
 209.500;   1029.0;     2.0;   8.874
 890.500;   1029.5;     2.0;   6.180
 896.500;   1030.0;     2.0;   6.128
 907.500;   1030.0;     2.0;   5.349
 556.500;   1030.5;     2.0;   5.417
 752.500;   1030.5;     2.0;   5.503
 933.500;   1030.5;     2.0;   5.290
 581.500;   1031.0;     2.0;   5.354
 608.500;   1032.5;     2.0;   5.842
 857.500;   1032.5;     2.0;   5.942
 700.000;   1033.0;     2.0;   5.812
 844.000;   1033.0;     2.0;   5.689
 860.500;   1033.0;     2.0;   5.052
 936.500;   1033.0;     2.0;   5.899
 675.000;   1033.5;     2.0;   5.356
 681.500;   1033.5;     2.0;   5.315
 882.500;   1033.5;     2.0;   5.901
 209.500;   1034.0;     2.0;   8.846
 713.500;   1034.0;     2.0;   6.370
 851.000;   1034.0;     2.0;   5.411
 893.000;   1034.5;     2.0;   5.428
 896.500;   1034.5;     2.0;   6.215
 953.000;   1034.5;     2.0;   5.319
 206.500;   1035.0;     2.0;   7.540
 569.500;   1035.0;     2.0;   5.038
 885.000;   1035.0;     2.0;   5.140
 921.500;   1035.0;     2.0;   5.202
 931.000;   1035.0;     2.0;   5.355
 545.000;   1035.5;     2.0;   5.166
 752.500;   1035.5;     2.0;   5.343
 839.000;   1035.5;     2.0;   5.266
 857.500;   1035.5;     2.0;   6.379
 970.000;   1036.0;     2.0;   5.102
 899.000;   1036.5;     2.0;   5.300
 713.000;   1037.0;     2.0;   5.021
 890.500;   1037.0;     2.0;   5.249
 209.000;   1037.5;     2.0;   8.978
 896.000;   1038.0;     2.0;   6.442
 902.500;   1038.0;     2.0;   6.119
 909.000;   1038.0;     2.0;   5.432
 928.500;   1038.0;     2.0;   5.393
 569.500;   1038.5;     2.0;   5.717
 752.000;   1038.5;     2.0;   5.354
 764.500;   1038.5;     2.0;   5.708
 602.500;   1039.0;     2.0;   5.045
 206.500;   1039.5;     2.0;   7.068
 937.500;   1039.5;     2.0;   5.315
 621.000;   1040.0;     2.0;   5.669
 608.000;   1040.5;     2.0;   5.909
 614.500;   1040.5;     2.0;   5.162
 721.000;   1040.5;     2.0;   5.157
 643.000;   1041.0;     2.0;   5.709
 844.000;   1041.0;     2.0;   5.040
 209.000;   1041.5;     2.0;   9.196
 793.000;   1041.5;     2.0;   5.126
 649.000;   1042.0;     2.0;   5.641
 676.500;   1042.0;     2.0;   5.175
 699.500;   1042.0;     2.0;   5.724
 893.000;   1042.0;     2.0;   5.075
 931.000;   1042.0;     2.0;   5.319
 937.000;   1042.0;     2.0;   5.625
 642.500;   1042.5;     2.0;   5.358
 655.500;   1042.5;     2.0;   5.314
 885.000;   1043.0;     2.0;   5.262
 207.000;   1043.5;     2.0;   7.839
 556.000;   1044.0;     2.0;   5.051
 890.500;   1044.0;     2.0;   6.343
 971.000;   1044.5;     2.0;   5.128
 826.500;   1045.0;     2.0;   5.122
 844.000;   1045.0;     2.0;   5.221
 882.000;   1045.0;     2.0;   5.210
 888.000;   1045.0;     2.0;   5.110
 906.000;   1045.0;     2.0;   5.468
 940.000;   1045.0;     2.0;   5.901
 893.000;   1045.5;     2.0;   5.491
 833.000;   1047.0;     2.0;   6.387
 937.000;   1047.0;     2.0;   5.821
 688.500;   1047.5;     2.0;   5.161
 857.500;   1047.5;     2.0;   5.078
 870.000;   1047.5;     2.0;   5.040
 896.500;   1047.5;     2.0;   5.099
 752.500;   1048.0;     2.0;   5.286
 940.000;   1048.0;     2.0;   5.691
 971.000;   1048.0;     2.0;   5.105
 762.000;   1048.5;     2.0;   5.182
 765.000;   1048.5;     2.0;   6.032
 909.000;   1048.5;     2.0;   6.589
 615.000;   1049.0;     2.0;   5.417
 906.000;   1049.0;     2.0;   6.066
 207.000;   1050.0;     2.0;   7.239
 617.500;   1050.0;     2.0;   5.426
 903.000;   1050.0;     2.0;   6.711
 937.000;   1050.0;     2.0;   6.387
 944.500;   1050.0;     2.0;   6.238
 620.500;   1050.5;     2.0;   5.251
 656.500;   1050.5;     2.0;   6.493
 759.000;   1050.5;     2.0;   5.940
 953.000;   1050.5;     2.0;   6.710
 800.000;   1051.0;     2.0;   5.382
 615.000;   1052.0;     2.0;   5.362
 774.500;   1052.0;     2.0;   5.583
 941.500;   1052.0;     2.0;   5.221
 855.000;   1052.5;     2.0;   5.117
 868.500;   1052.5;     2.0;   5.523
 630.000;   1053.0;     2.0;   5.471
 871.000;   1053.5;     2.0;   5.456
 893.500;   1053.5;     2.0;   5.376
 944.000;   1053.5;     2.0;   5.405
 713.500;   1054.5;     2.0;   6.117
 569.500;   1055.0;     2.0;   6.027
 865.500;   1055.0;     2.0;   5.715
 857.500;   1055.5;     2.0;   6.268
 871.000;   1055.5;     2.0;   5.525
 896.500;   1055.5;     2.0;   5.688
 710.500;   1056.0;     2.0;   5.052
 868.000;   1056.0;     2.0;   5.278
 906.500;   1056.0;     2.0;   5.285
 716.000;   1056.5;     2.0;   5.023
 607.500;   1058.0;     2.0;   5.006
 926.500;   1058.0;     2.0;   5.442
 906.500;   1058.5;     2.0;   5.335
 909.000;   1058.5;     2.0;   5.274
 786.000;   1059.0;     2.0;   5.085
 844.000;   1059.0;     2.0;   5.435
 857.500;   1059.0;     2.0;   6.484
 929.500;   1059.0;     2.0;   6.228
 569.000;   1059.5;     2.0;   5.546
 699.500;   1059.5;     2.0;   5.062
 641.500;   1060.0;     2.0;   5.299
 871.500;   1060.0;     2.0;   5.351
 209.500;   1060.5;     2.0;   8.426
 764.500;   1060.5;     2.0;   5.287
 713.000;   1061.0;     2.0;   5.458
 822.000;   1062.5;     2.0;   5.608
 209.500;   1064.0;     2.0;   7.884
 561.500;   1064.5;     2.0;   5.109
 786.000;   1065.0;     2.0;   5.284
 930.000;   1065.0;     2.0;   5.876
 641.500;   1066.0;     2.0;   5.673
 713.000;   1066.0;     2.0;   5.401
 792.500;   1066.0;     2.0;   5.256
 857.500;   1066.0;     2.0;   6.421
 699.500;   1066.5;     2.0;   5.555
 953.500;   1066.5;     2.0;   7.204
 937.000;   1067.0;     2.0;   6.593
 677.500;   1067.5;     2.0;   6.145
 821.500;   1067.5;     2.0;   6.512
 854.000;   1067.5;     2.0;   5.500
 831.000;   1068.0;     2.0;   5.077
 865.000;   1068.0;     2.0;   7.061
 568.500;   1068.5;     2.0;   5.283
 765.500;   1068.5;     2.0;   5.581
 890.500;   1068.5;     2.0;   5.016
 909.500;   1068.5;     2.0;   5.544
 857.000;   1069.0;     2.0;   6.154
 712.500;   1070.0;     2.0;   5.333
 620.500;   1070.5;     2.0;   5.558
 955.500;   1070.5;     2.0;   5.468
 735.000;   1071.0;     2.0;   5.076
 982.000;   1071.5;     2.0;   7.150
 822.000;   1072.5;     2.0;   5.413
 922.000;   1072.5;     2.0;   5.001
 590.500;   1073.0;     2.0;   5.337
 677.500;   1073.5;     2.0;   5.075
 953.000;   1073.5;     2.0;   5.881
 621.500;   1076.0;     2.0;   5.071
 722.500;   1076.0;     2.0;   5.089
 867.000;   1076.0;     2.0;   5.602
 878.000;   1076.0;     2.0;   5.646
 890.500;   1076.0;     2.0;   5.310
 908.000;   1076.5;     2.0;   5.462
 864.500;   1077.0;     2.0;   6.839
 875.500;   1077.0;     2.0;   6.023
 894.000;   1077.0;     2.0;   5.709
 719.500;   1078.0;     2.0;   5.996
 869.500;   1078.0;     2.0;   5.522
 917.500;   1078.0;     2.0;   6.058
 940.500;   1078.0;     2.0;   5.464
 730.500;   1079.0;     2.0;   5.587
 829.000;   1079.0;     2.0;   6.258
 884.500;   1079.5;     2.0;   5.283
 923.500;   1079.5;     2.0;   5.245
 880.500;   1080.0;     2.0;   5.037
 890.000;   1080.0;     2.0;   5.762
 914.500;   1080.0;     2.0;   5.137
 926.000;   1080.0;     2.0;   5.392
 875.500;   1080.5;     2.0;   7.218
 920.500;   1080.5;     2.0;   6.841
 784.500;   1081.5;     2.0;   5.059
 973.500;   1081.5;     2.0;   5.891
 601.000;   1082.0;     2.0;   5.004
 637.000;   1082.0;     2.0;   5.013
 779.000;   1082.0;     2.0;   5.452
 918.000;   1082.0;     2.0;   5.857
 878.000;   1082.5;     2.0;   5.467
 923.500;   1082.5;     2.0;   6.893
 911.500;   1083.0;     2.0;   5.036
 828.500;   1083.5;     2.0;   6.148
 976.000;   1083.5;     2.0;   5.068
 628.500;   1084.0;     2.0;   5.380
 876.000;   1085.5;     2.0;   6.193
 890.500;   1085.5;     2.0;   6.026
 917.500;   1085.5;     2.0;   6.578
 861.000;   1086.5;     2.0;   5.479
 973.000;   1086.5;     2.0;   5.091
 853.500;   1087.0;     2.0;   5.225
 873.000;   1087.0;     2.0;   5.141
 982.000;   1087.0;     2.0;   7.207
 828.500;   1087.5;     2.0;   5.805
 586.500;   1088.0;     2.0;   5.201
 876.000;   1088.0;     2.0;   6.115
 884.500;   1088.0;     2.0;   6.235
 921.000;   1088.0;     2.0;   5.716
 927.000;   1088.0;     2.0;   6.404
 939.500;   1088.0;     2.0;   6.072
 797.500;   1088.5;     2.0;   5.155
 653.000;   1089.0;     2.0;   5.201
 887.000;   1089.0;     2.0;   6.543
 949.500;   1089.0;     2.0;   5.770
 937.000;   1089.5;     2.0;   6.044
 942.000;   1089.5;     2.0;   6.165
 659.500;   1090.0;     2.0;   5.082
 915.500;   1090.0;     2.0;   5.517
 924.000;   1090.0;     2.0;   5.450
 918.000;   1091.0;     2.0;   6.672
 884.500;   1091.5;     2.0;   7.047
 982.000;   1091.5;     2.0;   7.271
 209.500;   1092.5;     2.0;   9.138
 973.000;   1092.5;     2.0;   5.469
 826.000;   1093.0;     2.0;   5.452
 210.000;   1094.0;     2.0;   9.031
 628.000;   1094.0;     2.0;   5.830
 887.500;   1094.0;     2.0;   5.842
 207.500;   1095.0;     2.0;   8.184
 837.000;   1095.0;     2.0;   5.624
 817.000;   1095.5;     2.0;   5.125
 976.500;   1095.5;     2.0;   5.164
 210.000;   1096.0;     2.0;   8.988
 692.000;   1096.0;     2.0;   5.033
 839.500;   1096.0;     2.0;   5.778
 935.000;   1096.0;     2.0;   5.495
 921.500;   1096.5;     2.0;   5.940
 209.500;   1097.0;     2.0;   9.041
 776.500;   1097.0;     2.0;   5.002
 822.500;   1097.5;     2.0;   5.454
 885.000;   1097.5;     2.0;   6.398
 918.500;   1097.5;     2.0;   6.262
 779.500;   1098.0;     2.0;   5.787
 924.500;   1098.0;     2.0;   5.973
 932.000;   1098.0;     2.0;   5.983
 813.500;   1098.5;     2.0;   5.047
 944.500;   1099.0;     2.0;   5.743
 816.500;   1099.5;     2.0;   6.094
 947.000;   1099.5;     2.0;   5.385
 849.000;   1100.5;     2.0;   5.098
 887.000;   1100.5;     2.0;   5.122
 982.500;   1100.5;     2.0;   7.091
 860.000;   1101.0;     2.0;   5.642
 660.500;   1101.5;     2.0;   5.032
 854.000;   1101.5;     2.0;   5.848
 834.000;   1102.5;     2.0;   5.582
 885.000;   1103.0;     2.0;   6.272
 933.000;   1103.0;     2.0;   5.150
 872.000;   1103.5;     2.0;   5.634
 836.500;   1104.5;     2.0;   5.265
 880.000;   1105.0;     2.0;   5.574
 672.000;   1105.5;     2.0;   5.495
 846.500;   1105.5;     2.0;   5.015
 882.500;   1105.5;     2.0;   5.632
 817.000;   1106.0;     2.0;   5.067
 885.000;   1106.5;     2.0;   6.133
 933.500;   1106.5;     2.0;   5.024
 207.500;   1107.0;     2.0;   7.446
 754.500;   1107.0;     2.0;   6.169
 922.000;   1107.0;     2.0;   6.191
 924.500;   1107.0;     2.0;   5.803
 674.500;   1108.0;     2.0;   5.153
 779.500;   1108.0;     2.0;   5.897
 870.000;   1108.0;     2.0;   5.358
 777.000;   1108.5;     2.0;   5.113
 843.000;   1108.5;     2.0;   6.215
 924.500;   1108.5;     2.0;   5.890
 609.500;   1109.0;     2.0;   5.235
 706.500;   1109.5;     2.0;   5.022
 805.500;   1109.5;     2.0;   5.735
 846.000;   1109.5;     2.0;   6.303
 660.500;   1110.0;     2.0;   5.007
 701.000;   1110.0;     2.0;   5.977
 950.500;   1110.5;     2.0;   5.484
 848.500;   1111.0;     2.0;   6.644
 853.500;   1111.0;     2.0;   5.488
 703.500;   1111.5;     2.0;   6.584
 708.500;   1111.5;     2.0;   5.439
 762.500;   1111.5;     2.0;   5.379
 827.500;   1111.5;     2.0;   5.064
 860.500;   1111.5;     2.0;   6.148
 872.500;   1111.5;     2.0;   5.274
 866.500;   1112.5;     2.0;   6.102
 875.500;   1113.0;     2.0;   5.408
 721.000;   1113.5;     2.0;   5.258
 701.000;   1115.0;     2.0;   5.313
 878.500;   1115.5;     2.0;   6.264
 900.000;   1116.5;     2.0;   6.459
 703.500;   1117.0;     2.0;   5.268
 846.000;   1117.0;     2.0;   6.197
 909.500;   1117.0;     2.0;   5.322
 923.000;   1117.0;     2.0;   5.387
 839.500;   1117.5;     2.0;   5.568
 896.000;   1118.0;     2.0;   6.086
